@relation GENERATED
@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute CLASS {MIN,MAJ}
@data
0.23240970093433438,0.23841140909434233,-0.13630886670489709,MIN
0.2248237542748719,0.09165842517572416,-0.2733797785620377,MIN
0.14882870351720456,0.1374444021460339,-0.18933510184587113,MIN
0.164423527363259,0.2524207276834204,-0.15080278737184266,MIN
0.13474677683083403,0.31936934354586405,-0.21430694668610162,MIN
0.11531541702290529,0.19644885341316967,-0.30751170231940655,MIN
0.27603981654365595,0.0950537242757045,-0.20020789027031508,MIN
0.1497365581660696,0.10227244466482185,-0.13409338270760596,MIN
0.26373216280982736,0.1812859684287444,-0.29479735409250996,MIN
0.2779735179435141,0.3042064585614388,-0.2282928578489814,MIN
0.21538088173658562,0.32615994174582474,-0.18010425953971748,MIN
0.1881645149172938,0.20323945161313034,-0.3133594042576872,MIN
0.21606563893483688,0.18640071710740203,-0.34649192747228885,MIN
0.21446349022391195,0.11114521454655513,-0.1383622955397109,MIN
0.31135530458949007,0.16444723392301608,-0.22646889162596104,MIN
0.32040665504893473,0.2873677240557105,-0.18666465477220895,MIN
0.20583687473220022,0.2866422798495199,-0.09512181019944702,MIN
0.17862050791290845,0.16372178971682552,-0.22837695491741675,MIN
0.3004011195680293,0.24273531348074806,-0.3490305372176559,MIN
0.224406068810362,0.2885212904510578,-0.2649858605014894,MIN
0.3122631592383551,0.12927527644180403,-0.17122717248769584,MIN
0.10837301098060032,0.2208472303824235,-0.2701404129531274,MIN
0.16979090134173763,0.09980575085126689,-0.21280610621115717,MIN
0.17811565114678846,0.22272624098396127,-0.17673990567197384,MIN
0.2298892625666896,0.23746100377922988,-0.2560764115219049,MIN
0.2802706760537149,0.32595678066559,-0.1550331898391808,MIN
0.16281790334306914,0.12590177737051086,-0.2707481540845124,MIN
0.13779841815709737,0.2964872550750528,-0.19661212356264213,MIN
0.14208370964118433,0.27506521482545354,-0.29442692920580055,MIN
0.17974240124991783,0.15214472469275914,-0.09392883155156445,MIN
0.33954231959994385,0.1755490962895262,-0.26353625959453386,MIN
0.27133227585363956,0.2213350732598359,-0.1394411937937026,MIN
0.20485506871468934,0.14607957069898903,-0.26506480423333045,MIN
0.08374181501134506,0.1532982910881064,-0.17225003728084487,MIN
0.112423585630619,0.252386287434877,-0.13626156756626373,MIN
0.26568003059403517,0.283734823626952,-0.30459707322950946,MIN
0.21585887338280688,0.29774414221603007,-0.22564008603223745,MIN
0.18500950329154575,0.17482365208333567,-0.37758541232305065,MIN
0.22020781118714597,0.24177226794577933,-0.10733632926510372,MIN
0.21262186452768345,0.09501928402716116,-0.24440724112224432,MIN
0.14441182078137918,0.14080526099747087,-0.12031217532141307,MIN
0.1877352798555536,0.22841835292879678,-0.05946066743221182,MIN
0.3409917248189699,0.25976688912087176,-0.22779617309545755,MIN
0.17542762612172513,0.3146505970818366,-0.1540501312544066,MIN
0.14821125930243337,0.19173010694914222,-0.2873052759723763,MIN
0.09184662870459528,0.21368359013352817,-0.20707636639538066,MIN
0.25288808067937457,0.24503212632560317,-0.33536148297396173,MIN
0.25613394440587356,0.17147427331474643,-0.19744694445462835,MIN
0.2651852948653182,0.29439476344744087,-0.1576427076008763,MIN
0.1816042974481884,0.19342775649913235,-0.21066894274185033,MIN
-0.12318775948752908,0.21608068468790206,-0.12714690692620031,MIN
-0.09622266530950917,0.26145381705846527,-0.04252505986943664,MIN
-0.22103618034789738,0.1893721454639031,0.13556148954936625,MIN
-0.21892579699720632,0.1526803387438325,0.026856435647970238,MIN
-0.29266968249432934,0.23031329791715455,-0.08110223289185402,MIN
-0.24016977354567684,0.2958205227395529,0.010847824511341482,MIN
-0.14089107327792122,0.24707737168720306,0.10207857230547826,MIN
-0.12107737613683806,0.1224767261184402,-0.07948710872882118,MIN
