@relation GENERATED
@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute CLASS {MIN,MAJ}
@data
0.07937145468264009,0.18728360790262227,-0.2911388107132408,MIN
0.29750295807408156,0.21863214409469728,-0.12572107400428076,MIN
0.1176975042431501,0.15059536192296774,-0.11847952840675834,MIN
0.2905843693663956,0.158111404329119,-0.29063080120917506,MIN
0.3048257245000823,0.2810318944618134,-0.2241263049656465,MIN
0.23018414245478272,0.31887370683681515,-0.16805381001898,MIN
0.1613368183256953,0.24602865781229283,-0.32092581048815433,MIN
0.21862593009425801,0.09927567389367464,-0.12424347997308909,MIN
0.19520859361921122,0.34511665415906345,-0.25823708138379675,MIN
0.3220612178464459,0.14463352867482765,-0.21362199843906282,MIN
0.11298106491444915,0.23620548261544708,-0.33923549829427085,MIN
0.33111256830589064,0.26755401880752205,-0.17381776158531076,MIN
0.08072187106969794,0.22147071982017846,-0.15950601713878026,MIN
0.2339783160331142,0.2528192560122535,-0.32784152280202594,MIN
0.2765747225087764,0.34131503289861354,-0.2668486902039666,MIN
0.27810031546276126,0.16242266849566844,-0.15630885902285313,MIN
0.07421016720500642,0.2539946224362879,-0.25522209948828467,MIN
0.18356513302417063,0.13974374110509194,-0.33189673975552214,MIN
0.10757008226650333,0.18552971807540164,-0.24785206303935559,MIN
0.14144185756001926,0.28461771442217226,-0.1851633339349979,MIN
0.19838897709176392,0.1395623800535443,-0.08539635622295375,MIN
0.31238458173552175,0.21857590381746683,-0.24610032760785772,MIN
0.22517058104642249,0.11760889686915835,-0.3178167443216753,MIN
0.1040573273430782,0.12482761725827567,-0.2250019773691897,MIN
0.15516579342861564,0.21244070918960156,-0.12410008039532365,MIN
0.3084222383920319,0.24378924538167657,-0.29243558605856945,MIN
0.19316634731470614,0.33724020992383386,-0.20075937506406105,MIN
0.16075997582117235,0.2143197197911394,-0.3607147791718073,MIN
0.2548495441962603,0.2097708542958118,-0.10191299753137296,MIN
0.2341766507635783,0.07890619956780948,-0.23644006462906636,MIN
0.21854432129989454,0.3247471798331983,-0.33038327695510916,MIN
0.165966607017274,0.12469217653811918,-0.11234499882823501,MIN
0.2942035667947185,0.3266261904347361,-0.20654447396961045,MIN
0.18753072857696143,0.3100124170379297,-0.14424573354607226,MIN
0.11049320454644133,0.20110124549431332,-0.19854389106676992,MIN
0.28545556627571206,0.22269708203976596,-0.20039972613777002,MIN
0.23458197525536262,0.2533477236753947,-0.14413745026496447,MIN
0.22950369260395267,0.15510644071739293,-0.23589723515994307,MIN
0.1536380300932998,0.15993889000329806,-0.1469529217908658,MIN
0.27375461093619446,0.15965229090321528,-0.26304812295432184,MIN
0.2832882433165062,0.2419393172382911,-0.21852782184028802,MIN
0.1844382592678878,0.22221144578469582,-0.2642361635153129,MIN
0.19401245982385953,0.21271173724920078,-0.3254552175289842,MIN
0.2215544719419875,0.2731355230269337,-0.2844353908354565,MIN
0.26266963147426686,0.19210636830208097,-0.24605391673226334,MIN
0.2774148040646057,0.27439339463715684,-0.17472256550134369,MIN
0.19125931869251575,0.18098456096506021,-0.20434908714413091,MIN
0.14129178422513056,0.20631711705971362,-0.16681231143351644,MIN
0.243886698296096,0.22730286012353207,-0.27950164559323676,MIN
0.2428141671580711,0.17692434703430804,-0.140172812089095,MIN
-0.11688113439403792,0.1642483486055526,0.05482880045873154,MIN
-0.3140082555221618,0.2825958327944117,-0.03831099287315043,MIN
-0.13812511094250834,0.307388532601273,0.0388201893221028,MIN
-0.12750312266827318,0.27915923316564156,-0.07225335401557312,MIN
-0.2523166377066614,0.20707756157107937,0.10583319540322975,MIN
-0.2639938176562422,0.3320164196055233,0.05595689241713637,MIN
-0.16471511738848654,0.30516255772601625,0.087047312480975,MIN
-0.14490142024740343,0.1805619121572534,-0.0945183685533244,MIN
-0.25126144603131584,0.2434548811431511,-0.09887015087321359,MIN
-0.16403501344518284,0.15567455439584646,0.14160993279043968,MIN
-0.31438334325420364,0.17290523621366313,0.011666633211320014,MIN
-0.1753196006519788,0.20153298110440612,0.1310580841272502,MIN
-0.11521077034949663,0.2596966174094142,0.0650504733377315,MIN
-0.24002428538788484,0.297061391679066,-0.05756461589495633,MIN
-0.21305919120986494,0.3424345240496292,0.027057231161807405,MIN
-0.19324549406878175,0.20470030497716069,-0.11842425323431319,MIN
-0.07694358395393774,0.18251345572973998,-0.05839222851406741,MIN
-0.11453066640619294,0.14085361892122425,0.03541663482477877,MIN
-0.3371926023049494,0.23906701065824826,-0.06505136885353506,MIN
-0.25531219961632406,0.08297082292837324,0.02797049549496964,MIN
-0.15031238171901898,0.30154242926454106,-0.0286907006198319,MIN
-0.19555819113830814,0.30603858513143667,0.04922602901541275,MIN
-0.32180198558408374,0.23936287846012633,0.0658224829014664,MIN
-0.1969884705456955,0.22388739336331737,0.1282972444038561,MIN
-0.20270958817524498,0.07915265534271929,-0.060596646976875126,MIN
-0.3452264170040253,0.1825369792882206,-0.05021078134636142,MIN
-0.22184318137302442,0.17246745911466344,-0.14922611537672104,MIN
-0.11684336347571933,0.28159261958661724,0.09481432715996804,MIN
-0.12429977672391801,0.2631021388278232,0.01997696510803664,MIN
-0.23349700414901187,0.3477486473636192,-0.05110286199830728,MIN
-0.2136833070079287,0.11370155593064238,0.068033095618884,MIN
-0.27108408660126704,0.28419952138226073,0.10284632907083704,MIN
-0.27680520423081656,0.13946478336166274,-0.08604756230989415,MIN
-0.15199168919242828,0.12398929826485375,-0.023572800807504506,MIN
-0.10800338516731992,0.19154087460577748,0.04187838872142782,MIN
-0.24158653786412834,0.1805217014228182,-0.0264445043358536,MIN
-0.15803225828185485,0.161369854924802,0.039534109769212344,MIN
-0.2235352153192929,0.21675733585058424,0.014100181576197105,MIN
-0.23158776436695733,0.2786016147143089,0.06396565180284353,MIN
-0.21832382263776742,0.19518983696906914,-0.057580397685625825,MIN
-0.26769040945662825,0.17389284072118547,0.07144809740382656,MIN
-0.2325452405300864,0.2822205457609221,-0.044141139258696255,MIN
-0.1660848073295193,0.25838232121135346,-0.007224220831506117,MIN
-0.1657316172914549,0.2676277271047248,-0.06768981992399141,MIN
-0.24928589687372843,0.21937388104232286,0.051527184223391906,MIN
-0.20183426238112584,0.1629189531116014,-0.060207374323008364,MIN
-0.16668909345458405,0.20677164787615543,0.0013470238646376472,MIN
-0.19563412141322292,0.2679679806379465,0.0017358725877054323,MIN
-0.2801458771586255,0.20867965419597992,0.05310600268495101,MIN
-0.19659159757635203,0.19831985455367043,0.09492866658317568,MIN
-0.011655477514789785,-0.06374181377842847,0.17360260127855287,MIN
0.033498592464444955,-0.09491925327464067,0.18509943830595302,MIN
-0.091741453534794,-0.19645824447860177,0.09931769568560073,MIN
-0.06822986381750526,-0.11490894389986676,0.18488705300200103,MIN
0.1591473778308429,-0.19884405159534788,0.24428625715756563,MIN
0.09694903662275574,-0.2545081127729716,0.12784547247882405,MIN
-0.10621943058164818,-0.1818705079307379,0.308875602692149,MIN
-0.04831592468322023,-0.33400086818174474,0.1663038734173844,MIN
-0.11663622562383336,-0.2336133991265687,0.14835644146019597,MIN
0.11166944392308029,-0.32931201676742844,0.20886210289934073,MIN
-0.11873499779590886,-0.12853707865707636,0.2516444424105963,MIN
0.1086422438524393,-0.21247218635255752,0.3110436465661609,MIN
